Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P00459,Sourav,Sen,9000011701,sourav.sen.458@example.com,Kolkata,30 to 34,organic,false,false,S22,diy,diy,active,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Legacy,2026-05-12,2026-05-12,2026-05-12,2026-05-29,2026-05-29,2026-05-30,,2026-11-25,2026-11-08,2026-09-18,100,verified,failed,read,executing,4,5,,yes,0,2026-05-29T17:45:01+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00459,false
P00462,Shruti,Joshi,9000036467,shruti.joshi.398@example.com,Mumbai,25 to 29,community,false,false,S13,diwm,diwm,lapsed,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Security,2026-05-12,2026-05-12,2026-05-19,2026-06-06,2026-06-06,2026-06-07,2026-05-26,2026-12-03,,2026-09-18,100,verified,not_connected,read,ready,0,3,,yes,3,2026-08-27T09:21:05+05:30,manual,off,Adviser 03,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00462,false
P00463,Harini,Krishnan,9000068937,harini.krishnan.368@example.com,Hyderabad,35 to 39,community,true,false,S9,diwm,diwm,active,Adviser 01,25 to 50 lakhs,Under 5 lakhs,"More than 40%, I live well below my means",Security,2026-05-10,2026-05-10,2026-05-11,2026-05-27,2026-05-27,2026-06-05,,2026-11-23,2026-10-08,2026-09-17,100,verified,connected,read,executing,4,7,2026-11-03,yes,0,2026-05-27T09:24:48+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00463,false
P00466,Janani,Nair,9000045119,janani.nair.380@example.com,Hyderabad,40 to 44,corporate_session,true,false,S10,diwm,diwm,active,Adviser 02,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Security,2026-05-13,2026-05-13,2026-05-13,2026-05-22,2026-05-22,2026-05-22,2026-06-06,2026-11-18,2026-10-10,2026-09-20,100,verified,partial,read,done,3,3,2026-11-05,yes,0,2026-06-06T15:40:00+05:30,manual,off,Adviser 04,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00466,false
P00467,Harini,Rao,9000072270,,Kochi,30 to 34,community,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 10%, small consistent chunks",,2026-05-16,,,,,,,,,2026-05-17,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00467,false
P00470,Harini,Naidu,9000011525,,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-05-12,2026-05-12,,,,,,,,2026-07-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00470,false
P00473,Hardik,Joshi,9000098577,hardik.joshi.727@example.com,Mumbai,30 to 34,community,false,false,S1,free,,,Adviser 04,25 to 50 lakhs,,,,2026-05-12,,,,,,,,,2026-05-12,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00473,false
P00474,Shruti,Thakkar,9000016821,shruti.thakkar.362@example.com,Mumbai,25 to 29,community,true,false,S9,diwm,diwm,active,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-05-12,2026-05-12,2026-05-12,2026-05-15,2026-05-15,2026-05-15,2026-05-31,2026-11-11,2026-10-09,2026-09-19,100,verified,connected,read,executing,5,7,2026-11-16,yes,1,2026-08-12T09:55:47+05:30,,off,Adviser 03,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00474,false
P00475,Divya,Singh,9000090421,,Gurugram,35 to 39,community,false,false,S2,free,,,Adviser 05,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-05-13,2026-05-13,,,,,,,,2026-05-14,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00475,false
P00476,Vignesh,Nair,9000099615,vignesh.nair.178@example.com,Hyderabad,25 to 29,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Family,2026-05-10,2026-05-11,,,,,,,,2026-08-01,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00476,false
P00477,Hardik,Chitale,9000092165,hardik.chitale.456@example.com,Mumbai,25 to 29,web_reveal,true,false,S22,diy,diy,active,Adviser 02,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-05-12,2026-05-13,2026-05-14,2026-05-18,2026-05-18,2026-05-24,,2026-11-14,2026-11-10,2026-09-21,100,verified,not_connected,read,executing,4,7,,yes,0,2026-07-25T04:17:56+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00477,false
P00478,Ganesh,Rao,9000002889,,Chennai,35 to 39,corporate_session,true,true,S2,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-05-13,2026-05-13,,,,,,,,2026-05-14,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00478,false
P00479,Arun,Menon,9000014553,,Hyderabad,35 to 39,community,true,false,S2,free,,,Adviser 01,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-05-14,2026-05-14,,,,,,,,2026-05-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00479,false
P00480,Rajiv,Subramanian,9000079553,,Chennai,35 to 39,community,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,,,,2026-05-12,,,,,,,,,2026-05-13,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00480,false
P00481,Sameer,Desai,9000080707,,Mumbai,25 to 29,corporate_session,false,false,S1,free,,,Adviser 06,,,,,2026-05-18,,,,,,,,,2026-05-18,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00481,false
P00485,Sayan,Patnaik,9000026892,sayan.patnaik.788@example.com,Kolkata,45 and over,web_reveal,true,false,S1,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-05-12,,,,,,,,,2026-05-13,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00485,false
P00486,Soumya,Pradhan,9000086029,soumya.pradhan.248@example.com,Pune,30 to 34,corporate_session,true,false,S2b,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-05-13,2026-05-14,,,,,,,,2026-08-04,20,verified,,not_started,,,,,,,,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00486,false
P00487,Chinmay,Trivedi,9000005226,chinmay.trivedi.370@example.com,Pune,25 to 29,community,true,false,S9,diwm,diwm,active,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Legacy,2026-05-15,2026-05-15,2026-05-16,2026-06-02,2026-06-02,2026-06-02,,2026-11-29,2026-10-13,2026-09-21,100,verified,failed,read,executing,5,7,,yes,0,2026-06-02T16:39:22+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00487,false
P00491,Vignesh,Naidu,9000019594,,Bengaluru,25 to 29,referral,false,true,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Security,2026-05-13,2026-05-14,,,,,,,,2026-05-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00491,false
P00493,Sneha,Chitale,9000021079,sneha.chitale.693@example.com,Mumbai,30 to 34,web_reveal,false,false,S1,free,,,Adviser 02,25 to 50 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",,2026-05-16,,,,,,,,,2026-05-16,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00493,false
P00500,Ketan,Naik,9000047035,ketan.naik.907@example.com,Mumbai,30 to 34,community,true,true,S1,free,,,Adviser 03,25 to 50 lakhs,,,,2026-05-15,,,,,,,,,2026-05-15,0,not_started,,not_started,,,,,,,,,off,,31,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00500,false
P00501,Revathi,Srinivasan,9000051728,,Bengaluru,25 to 29,organic,true,false,S1,free,,,Adviser 06,Under 10 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-05-16,,,,,,,,,2026-05-17,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00501,false
P00504,Rajiv,Iyer,9000092503,rajiv.iyer.245@example.com,Chennai,35 to 39,corporate_session,true,false,S2b,free,,,Adviser 01,50 lakhs to 1 crore,1 to 5 crores,"Around 40%, some serious money",Family,2026-05-13,2026-05-13,,,,,,,,2026-08-03,20,verified,,not_started,,,,,,,,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00504,false
P00507,Gurpreet,Khanna,9000007987,gurpreet.khanna.595@example.com,Noida,30 to 34,community,true,false,S2,free,,,Adviser 01,50 lakhs to 1 crore,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-05-15,2026-05-15,,,,,,,,2026-08-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00507,false
P00509,Vignesh,Naidu,9000055392,,Hyderabad,40 to 44,organic,false,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-05-13,2026-05-14,,,,,,,,2026-05-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00509,false
P00510,Sandeep,Pai,9000049961,,Bengaluru,25 to 29,organic,true,false,S1,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,,,2026-05-18,,,,,,,,,2026-05-19,0,not_started,,not_started,,,,,,,,,off,,38,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00510,false
P00511,Varsha,Kumar,9000081691,varsha.kumar.916@example.com,Bengaluru,25 to 29,web_reveal,true,false,S1,free,,,Adviser 02,,,,,2026-05-14,,,,,,,,,2026-05-15,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00511,false
P00513,Sanjana,Mishra,9000069107,,Gurugram,25 to 29,corporate_session,false,false,S2,free,,,Adviser 03,10 to 25 lakhs,Under 5 lakhs,"More than 40%, I live well below my means",Security,2026-05-17,2026-05-17,,,,,,,,2026-05-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00513,false
P00514,Sahil,Gupta,9000028610,,Delhi,35 to 39,community,true,false,S1,free,,,Adviser 06,,,,,2026-05-14,,,,,,,,,2026-05-15,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00514,false
P00515,Parth,Pawar,9000092142,parth.pawar.451@example.com,Ahmedabad,30 to 34,organic,true,true,S15,diwm,diwm,active,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Security,2026-05-16,2026-05-17,2026-05-24,2026-05-29,2026-05-29,2026-05-31,2026-08-03,2026-11-25,2026-10-21,2026-09-17,100,verified,expired,read,done,4,4,2026-08-22,yes,2,2026-08-03T17:40:00+05:30,,off,Adviser 03,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00515,false
P00518,Gayathri,Balakrishnan,9000063531,gayathri.balakrishnan.392@example.com,Chennai,40 to 44,community,true,false,S12,diy,diy,failed,Adviser 02,25 to 50 lakhs,1 to 5 crores,"More than 40%, I live well below my means",Legacy,2026-05-19,2026-05-19,2026-05-22,2026-06-12,2026-06-12,2026-06-12,,2026-12-09,,2026-09-22,100,verified,cas_uploaded,read,done,3,3,,yes,0,2026-06-08T15:11:33+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00518,false
P00519,Hardik,Jadhav,9000082390,hardik.jadhav.363@example.com,Mumbai,30 to 34,community,true,false,S9,diy,diy,active,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-05-15,2026-05-15,2026-07-09,2026-07-23,2026-07-23,2026-07-28,,2026-10-21,2026-10-07,2026-09-22,100,verified,partial,read,executing,2,7,2026-10-07,yes,3,2026-09-01T13:35:09+05:30,,off,,98,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00519,false
P00520,Yogesh,Mehta,9000022099,,Ahmedabad,30 to 34,community,true,true,S2,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-05-18,2026-05-18,,,,,,,,2026-05-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00520,false
P00522,Harini,Pai,9000057760,,Bengaluru,25 to 29,referral,false,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-05-14,2026-05-15,,,,,,,,2026-05-16,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00522,false
P00525,Jay,Joshi,9000076317,jay.joshi.156@example.com,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-05-15,2026-05-16,,,,,,,,2026-08-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00525,false
P00526,Kabir,Sethi,9000038174,kabir.sethi.259@example.com,Delhi,30 to 34,community,true,true,S2c,free,,,Adviser 03,50 lakhs to 1 crore,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-05-25,2026-05-26,,,,,,,,2026-08-16,20,verified,,not_started,,,,,,,,,off,,94,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00526,false
P00527,Arnab,Dutta,9000028490,,Kolkata,30 to 34,corporate_session,false,false,S2,free,,,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-05-14,2026-05-14,,,,,,,,2026-05-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00527,false
P00530,Vishnu,Pillai,9000082503,vishnu.pillai.922@example.com,Gurugram,30 to 34,community,true,false,S2,free,,,Adviser 03,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-05-15,2026-05-15,,,,,,,,2026-08-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00530,false
P00531,Nidhi,Deshmukh,9000023664,,Ahmedabad,30 to 34,corporate_session,true,false,S1,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-05-15,,,,,,,,,2026-05-16,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00531,false
P00533,Sanjana,Srivastava,9000005337,,Gurugram,30 to 34,community,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-05-17,2026-05-17,,,,,,,,2026-06-29,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00533,false
P00534,Yogesh,Pandya,9000013070,,Pune,35 to 39,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-05-15,2026-05-15,,,,,,,,2026-05-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00534,false
P00535,Amruta,Bhosale,9000011026,amruta.bhosale.599@example.com,Indore,25 to 29,community,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Security,2026-05-16,2026-05-16,,,,,,,,2026-08-06,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00535,false
P00536,Sameer,Chitale,9000091787,sameer.chitale.168@example.com,Ahmedabad,30 to 34,community,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Generosity,2026-05-16,2026-05-16,,,,,,,,2026-08-07,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00536,false
P00537,Sameer,Kulkarni,9000082990,sameer.kulkarni.218@example.com,Pune,30 to 34,web_reveal,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-05-15,2026-05-15,,,,,,,,2026-08-05,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00537,false
P00541,Naina,Rathore,9000030614,,Gurugram,25 to 29,corporate_session,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-05-15,2026-05-16,,,,,,,,2026-05-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00541,false
P00542,Kinjal,Naik,9000092857,,Surat,30 to 34,community,false,false,S2,free,,,Adviser 05,10 to 25 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Family,2026-05-15,2026-05-16,,,,,,,,2026-05-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00542,false
P00543,Aravind,Subramanian,9000009857,aravind.subramanian.709@example.com,Bengaluru,25 to 29,community,true,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Security,2026-05-22,2026-05-23,,,,,,,,2026-08-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00543,false
P00544,Mihir,Mehta,9000097601,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-05-18,2026-05-18,,,,,,,,2026-09-13,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00544,false
P00546,Tarun,Gupta,9000002041,,Delhi,35 to 39,community,true,true,S2,free,,,Adviser 01,50 lakhs to 1 crore,1 to 5 crores,"Around 40%, some serious money",Family,2026-05-18,2026-05-18,,,,,,,,2026-05-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00546,false
P00548,Sandeep,Pai,9000004384,,Ahmedabad,30 to 34,corporate_session,false,false,S2,free,,,Adviser 05,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-05-16,2026-05-16,,,,,,,,2026-05-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00548,false
P00549,Varun,Agarwal,9000022420,,Gurugram,30 to 34,organic,false,false,S1,free,,,Adviser 02,,,,,2026-05-19,,,,,,,,,2026-05-19,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P00549,false
